epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,150.506,1.65345,1.59331,1.55425,0.55963,0.4446,0.39408,0.25343,1.69903,2.03046,1.65438,0.000962859,0.000962859,0.000962859
66,152.763,1.60652,1.53149,1.5638,0.52101,0.44963,0.41059,0.26328,1.72565,1.95892,1.61806,0.000951857,0.000951857,0.000951857
67,155.055,1.73313,1.65299,1.6235,0.54499,0.46245,0.44282,0.27545,1.64644,1.81999,1.55705,0.000940855,0.000940855,0.000940855
68,157.377,1.57921,1.4995,1.51221,0.46698,0.41117,0.40787,0.28494,1.64085,1.90226,1.60961,0.000929853,0.000929853,0.000929853
69,159.64,1.70461,1.52044,1.57321,0.51109,0.42399,0.40862,0.2699,1.69697,1.92697,1.6931,0.00091885,0.00091885,0.00091885
70,161.952,1.6472,1.60836,1.54764,0.46828,0.44963,0.39129,0.25509,1.71376,1.85686,1.69029,0.000907848,0.000907848,0.000907848
71,164.211,1.61958,1.5189,1.56111,0.50553,0.39835,0.3692,0.23341,1.78561,2.03762,1.71578,0.000896846,0.000896846,0.000896846
72,166.454,1.59771,1.52542,1.56265,0.48928,0.42399,0.36801,0.23218,1.69002,2.1276,1.69099,0.000885844,0.000885844,0.000885844
73,168.751,1.51334,1.49445,1.51588,0.52812,0.41117,0.36593,0.25566,1.78313,2.28403,1.73358,0.000874842,0.000874842,0.000874842
74,171.014,1.57491,1.52607,1.50823,0.69428,0.36529,0.37919,0.26269,1.76899,2.28063,1.71095,0.000863839,0.000863839,0.000863839
75,173.262,1.53779,1.41456,1.45931,0.57784,0.38553,0.39582,0.27956,1.6856,2.16655,1.62061,0.000852837,0.000852837,0.000852837
76,175.533,1.55183,1.44843,1.50643,0.66118,0.37271,0.39478,0.28116,1.52639,1.99373,1.55161,0.000841835,0.000841835,0.000841835
77,177.802,1.51388,1.50063,1.4961,0.57582,0.37271,0.38667,0.28392,1.51825,1.93767,1.54064,0.000830833,0.000830833,0.000830833
78,180.053,1.4983,1.50234,1.49844,0.52154,0.41117,0.38334,0.28474,1.53357,1.98007,1.56762,0.000819831,0.000819831,0.000819831
79,182.302,1.53565,1.45852,1.48978,0.53564,0.35989,0.35612,0.28129,1.59816,2.12716,1.64565,0.000808828,0.000808828,0.000808828
80,184.752,1.55003,1.45807,1.4883,0.5616,0.35989,0.33822,0.25686,1.66784,2.16881,1.69591,0.000797826,0.000797826,0.000797826
81,187.017,1.50494,1.40136,1.44558,0.39518,0.41621,0.34123,0.26208,1.66807,2.14705,1.70819,0.000786824,0.000786824,0.000786824
82,189.32,1.44463,1.44389,1.466,0.50971,0.39332,0.33299,0.23615,1.74929,2.2399,1.76314,0.000775822,0.000775822,0.000775822
83,191.601,1.5269,1.38929,1.46723,0.53817,0.39332,0.34167,0.22026,1.80123,2.28016,1.764,0.00076482,0.00076482,0.00076482
84,193.884,1.51064,1.41025,1.49577,0.50685,0.41896,0.34943,0.22603,1.84288,2.26046,1.78963,0.000753817,0.000753817,0.000753817
85,196.178,1.54551,1.35396,1.50899,0.49649,0.43106,0.35864,0.21601,1.90352,2.22982,1.83281,0.000742815,0.000742815,0.000742815
86,198.442,1.62949,1.41245,1.49632,0.56219,0.42291,0.39348,0.23585,1.76049,2.02119,1.73103,0.000731813,0.000731813,0.000731813
87,200.801,1.40297,1.30402,1.42057,0.58579,0.44963,0.40532,0.25357,1.70362,2.02964,1.68952,0.000720811,0.000720811,0.000720811
88,203.108,1.52078,1.32656,1.43292,0.61587,0.47736,0.4482,0.26103,1.80771,2.19698,1.7562,0.000709809,0.000709809,0.000709809
89,205.403,1.44906,1.31516,1.45433,0.59591,0.4011,0.42074,0.2548,1.85448,2.3517,1.83036,0.000698806,0.000698806,0.000698806
90,207.692,1.51709,1.39347,1.47209,0.61961,0.36264,0.40465,0.25041,1.71924,2.16284,1.73943,0.000687804,0.000687804,0.000687804
91,209.99,1.54075,1.30113,1.47978,0.5632,0.36767,0.3743,0.25412,1.68728,2.18258,1.7242,0.000676802,0.000676802,0.000676802
92,212.3,1.40658,1.30213,1.41343,0.5946,0.38553,0.3724,0.26513,1.68658,2.18878,1.71205,0.0006658,0.0006658,0.0006658
93,214.617,1.36252,1.16649,1.35532,0.59454,0.40316,0.37745,0.25676,1.73494,2.08944,1.71284,0.000654798,0.000654798,0.000654798
94,216.89,1.47104,1.32307,1.40674,0.52892,0.44438,0.38265,0.26589,1.61083,1.99846,1.65833,0.000643795,0.000643795,0.000643795
95,219.205,1.48927,1.36087,1.43251,0.47125,0.39332,0.3599,0.24996,1.6651,2.03792,1.73796,0.000632793,0.000632793,0.000632793
96,221.519,1.38991,1.25021,1.34495,0.529,0.43681,0.36493,0.26871,1.65291,1.86672,1.68781,0.000621791,0.000621791,0.000621791
97,223.82,1.42992,1.30668,1.41742,0.56659,0.41117,0.37874,0.26323,1.7178,1.93089,1.65896,0.000610789,0.000610789,0.000610789
98,226.135,1.47329,1.26332,1.43263,0.47988,0.41117,0.3734,0.2649,1.659,1.82995,1.61058,0.000599787,0.000599787,0.000599787
99,228.501,1.46179,1.29551,1.36745,0.45713,0.4224,0.36736,0.2692,1.6438,1.89529,1.59176,0.000588784,0.000588784,0.000588784
100,230.88,1.37118,1.29415,1.39293,0.61209,0.39366,0.36158,0.2487,1.62568,2.05113,1.58468,0.000577782,0.000577782,0.000577782
101,233.202,1.48142,1.35495,1.44065,0.44869,0.43681,0.36363,0.24688,1.67213,2.13852,1.58906,0.00056678,0.00056678,0.00056678
102,235.511,1.51705,1.36881,1.4896,0.6468,0.46245,0.3981,0.2517,1.73625,2.05606,1.58917,0.000555778,0.000555778,0.000555778
103,237.879,1.43516,1.28815,1.35846,0.58719,0.46245,0.39939,0.26672,1.67909,2.01397,1.60564,0.000544776,0.000544776,0.000544776
104,240.198,1.36377,1.14075,1.34854,0.55245,0.43681,0.37047,0.2639,1.53581,2.00566,1.58712,0.000533773,0.000533773,0.000533773
105,242.573,1.39435,1.28885,1.3761,0.52901,0.38553,0.36279,0.25684,1.58173,2.01968,1.66405,0.000522771,0.000522771,0.000522771
106,244.923,1.32958,1.20605,1.38326,0.48081,0.40575,0.36837,0.25667,1.56974,2.13055,1.6298,0.000511769,0.000511769,0.000511769
107,247.234,1.3804,1.13938,1.3826,0.71002,0.34982,0.37301,0.25068,1.59443,2.19485,1.59911,0.000500767,0.000500767,0.000500767
108,249.545,1.31606,1.18097,1.32297,0.71434,0.3491,0.3687,0.24486,1.6396,2.18732,1.61663,0.000489765,0.000489765,0.000489765
109,251.831,1.47212,1.28241,1.43497,0.48436,0.41392,0.36937,0.23076,1.73305,2.28473,1.66138,0.000478762,0.000478762,0.000478762
110,254.11,1.34299,1.15154,1.36755,0.53555,0.37042,0.35196,0.22371,1.71295,2.273,1.67462,0.00046776,0.00046776,0.00046776
111,256.373,1.3274,1.15829,1.33037,0.50141,0.3576,0.33478,0.228,1.6624,2.31396,1.68321,0.000456758,0.000456758,0.000456758
112,258.657,1.33159,1.1651,1.33963,0.58798,0.38049,0.36392,0.2515,1.60494,2.09573,1.59664,0.000445756,0.000445756,0.000445756
113,260.936,1.2725,1.13797,1.34189,0.59115,0.41117,0.37089,0.25538,1.63431,2.05661,1.61232,0.000434754,0.000434754,0.000434754
114,263.199,1.32272,1.13503,1.3385,0.55587,0.42399,0.38706,0.26079,1.58401,1.98156,1.57323,0.000423751,0.000423751,0.000423751
115,265.479,1.34352,1.17913,1.36678,0.54063,0.42399,0.38484,0.26787,1.53997,1.98185,1.55527,0.000412749,0.000412749,0.000412749
116,267.742,1.28933,1.1382,1.32245,0.57818,0.39803,0.38417,0.26594,1.57209,2.09902,1.60343,0.000401747,0.000401747,0.000401747
117,270.004,1.23715,1.08131,1.29629,0.60555,0.4132,0.3915,0.25506,1.64401,2.16862,1.67265,0.000390745,0.000390745,0.000390745
118,272.362,1.31001,1.08917,1.35154,0.4991,0.43315,0.38187,0.25677,1.66726,2.19707,1.69238,0.000379743,0.000379743,0.000379743
119,274.692,1.31272,1.05488,1.33781,0.50923,0.4011,0.3665,0.26238,1.6398,2.11104,1.67423,0.00036874,0.00036874,0.00036874
120,276.971,1.40518,1.2247,1.37471,0.531,0.4011,0.37034,0.25378,1.60515,2.12875,1.641,0.000357738,0.000357738,0.000357738
121,279.241,1.32556,1.10818,1.37385,0.53305,0.40518,0.33962,0.21778,1.58907,2.3123,1.62978,0.000346736,0.000346736,0.000346736
122,281.559,1.27721,1.08687,1.30246,0.46418,0.40515,0.29576,0.193,1.57611,2.38642,1.61994,0.000335734,0.000335734,0.000335734
123,283.916,1.28398,1.08293,1.30162,0.44529,0.38923,0.30371,0.21341,1.58072,2.29684,1.62873,0.000324732,0.000324732,0.000324732
124,286.287,1.21058,1.04665,1.28072,0.6439,0.41896,0.36438,0.26051,1.57213,2.08266,1.62672,0.000313729,0.000313729,0.000313729
125,288.645,1.2288,1.07971,1.27158,0.63708,0.44963,0.42325,0.28862,1.50311,2.02425,1.59209,0.000302727,0.000302727,0.000302727
