epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,266.065,1.19593,0.67923,0.92813,0.47906,0.51763,0.47463,0.19561,2.35075,1.74423,1.57257,0.000339673,0.000339673,0.000339673
156,267.608,1.15319,0.65984,0.95497,0.47608,0.53873,0.46779,0.19185,2.36625,1.76185,1.58379,0.0003326,0.0003326,0.0003326
157,269.201,1.13081,0.66033,0.95807,0.48513,0.51049,0.45656,0.19073,2.3833,1.76456,1.5899,0.000325526,0.000325526,0.000325526
158,270.751,1.09265,0.63731,0.92828,0.49606,0.49514,0.45353,0.18603,2.37837,1.77413,1.57888,0.000318453,0.000318453,0.000318453
159,272.332,1.04267,0.62239,0.91877,0.49517,0.48355,0.44521,0.18699,2.38011,1.7777,1.57992,0.000311379,0.000311379,0.000311379
160,273.937,1.13935,0.63977,0.92278,0.50322,0.49654,0.44858,0.18703,2.3706,1.76535,1.58428,0.000304306,0.000304306,0.000304306
161,275.539,1.07476,0.62419,0.94167,0.51702,0.49563,0.45876,0.19032,2.35997,1.7581,1.58625,0.000297232,0.000297232,0.000297232
162,277.114,1.06114,0.60975,0.93633,0.53734,0.49104,0.47153,0.1936,2.35158,1.76076,1.58918,0.000290158,0.000290158,0.000290158
163,278.684,1.04798,0.61581,0.92642,0.5126,0.50388,0.46661,0.19465,2.34257,1.74731,1.58611,0.000283085,0.000283085,0.000283085
164,280.33,1.12169,0.62756,0.92234,0.4977,0.51948,0.46795,0.19134,2.33641,1.73982,1.5777,0.000276011,0.000276011,0.000276011
165,281.888,1.14712,0.64577,0.94833,0.52342,0.48098,0.47993,0.19583,2.33901,1.72481,1.57383,0.000268938,0.000268938,0.000268938
166,283.474,1.06945,0.61882,0.92363,0.52526,0.47986,0.48609,0.1959,2.34556,1.70605,1.57949,0.000261864,0.000261864,0.000261864
167,285.084,1.14094,0.63727,0.94938,0.49053,0.52689,0.48932,0.20244,2.34363,1.68277,1.58887,0.000254791,0.000254791,0.000254791
168,286.672,1.0596,0.61493,0.91979,0.47681,0.52462,0.48717,0.20513,2.34075,1.66072,1.59364,0.000247717,0.000247717,0.000247717
169,288.299,1.13998,0.63779,0.91527,0.51825,0.4865,0.481,0.19997,2.33446,1.64715,1.59258,0.000240644,0.000240644,0.000240644
170,289.974,1.07743,0.60647,0.90696,0.52804,0.49899,0.47691,0.1951,2.35357,1.64156,1.60647,0.00023357,0.00023357,0.00023357
171,291.709,1.06005,0.61972,0.92503,0.52757,0.49446,0.47039,0.18839,2.36845,1.65573,1.60999,0.000226497,0.000226497,0.000226497
172,293.402,1.0834,0.61101,0.92281,0.52212,0.48053,0.45665,0.18668,2.37769,1.66487,1.61346,0.000219423,0.000219423,0.000219423
173,295.038,0.99571,0.58718,0.89979,0.57129,0.4703,0.47206,0.19288,2.35624,1.67645,1.61038,0.000212349,0.000212349,0.000212349
174,296.688,1.07701,0.61606,0.92848,0.5682,0.4818,0.47466,0.19697,2.34505,1.68346,1.61587,0.000205276,0.000205276,0.000205276
175,298.388,1.08526,0.60746,0.91598,0.56852,0.47337,0.47607,0.19917,2.33888,1.68921,1.61592,0.000198202,0.000198202,0.000198202
176,300.019,1.07493,0.62124,0.93006,0.5664,0.48473,0.47769,0.20231,2.32613,1.69609,1.59345,0.000191129,0.000191129,0.000191129
177,301.632,1.06506,0.60118,0.91107,0.55649,0.49606,0.48394,0.19956,2.32805,1.69635,1.57481,0.000184055,0.000184055,0.000184055
178,303.279,1.08889,0.61523,0.91392,0.56514,0.4949,0.48655,0.19647,2.33243,1.70777,1.56876,0.000176982,0.000176982,0.000176982
179,305.019,0.98332,0.58298,0.89511,0.57267,0.48739,0.48904,0.19604,2.33618,1.70808,1.56682,0.000169908,0.000169908,0.000169908
180,306.62,1.05024,0.61795,0.92676,0.58503,0.48874,0.49287,0.19814,2.33635,1.71517,1.56589,0.000162835,0.000162835,0.000162835
