epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,105.445,1.35233,1.50118,1.53534,0.27918,0.18304,0.16807,0.07149,2.26526,6.06467,2.20502,0.000996313,0.000996313,0.000996313
43,107.907,1.26732,1.38379,1.49398,0.33614,0.15789,0.1504,0.06349,2.26289,6.07956,2.21453,0.000990125,0.000990125,0.000990125
44,110.462,1.27328,1.44497,1.49788,0.20885,0.14474,0.12812,0.06493,2.36925,6.5355,2.27267,0.000983938,0.000983938,0.000983938
45,112.947,1.2787,1.37779,1.44003,0.15571,0.09211,0.08621,0.03546,2.4495,6.75569,2.38017,0.00097775,0.00097775,0.00097775
46,115.359,1.27039,1.37979,1.45323,0.29835,0.05263,0.07743,0.0288,2.37166,6.81122,2.35197,0.000971562,0.000971562,0.000971562
47,117.834,1.22113,1.328,1.41188,0.12944,0.06579,0.08845,0.05134,2.40109,6.75602,2.35536,0.000965375,0.000965375,0.000965375
48,120.312,1.21073,1.28691,1.46849,0.234,0.09211,0.13137,0.06123,2.33235,6.63133,2.32451,0.000959187,0.000959187,0.000959187
49,122.863,1.26132,1.34158,1.46342,0.27783,0.14474,0.14531,0.06322,2.31835,6.55155,2.22516,0.000953,0.000953,0.000953
50,125.356,1.30312,1.3564,1.4409,0.1507,0.13633,0.12174,0.06367,2.35106,6.4365,2.28928,0.000946812,0.000946812,0.000946812
51,127.847,1.34344,1.35607,1.45654,0.27005,0.15789,0.16955,0.08514,2.32831,6.27222,2.27188,0.000940625,0.000940625,0.000940625
52,130.312,1.33363,1.42041,1.48609,0.24608,0.17105,0.16532,0.0961,2.33906,6.2077,2.21347,0.000934438,0.000934438,0.000934438
53,132.774,1.1668,1.20063,1.38872,0.1912,0.14474,0.15292,0.08879,2.27821,6.22646,2.19672,0.00092825,0.00092825,0.00092825
54,135.175,1.21848,1.33302,1.48201,0.18667,0.14474,0.13526,0.08062,2.26455,6.34825,2.19696,0.000922063,0.000922063,0.000922063
55,137.551,1.23218,1.28613,1.43852,0.22426,0.17122,0.16315,0.07929,2.21408,6.49599,2.18858,0.000915875,0.000915875,0.000915875
56,139.959,1.19451,1.35874,1.45119,0.27636,0.14641,0.15846,0.08062,2.15702,6.40007,2.1163,0.000909688,0.000909688,0.000909688
57,142.341,1.15272,1.1753,1.35791,0.40576,0.13158,0.16365,0.08532,2.22478,6.21777,2.12937,0.0009035,0.0009035,0.0009035
58,144.761,1.22166,1.25055,1.40712,0.36551,0.15789,0.15611,0.095,2.26088,6.19085,2.16264,0.000897313,0.000897313,0.000897313
59,147.204,1.17871,1.10433,1.32383,0.28565,0.14474,0.15398,0.08926,2.27367,6.19616,2.13721,0.000891125,0.000891125,0.000891125
60,149.654,1.27832,1.27921,1.43652,0.33877,0.16606,0.17729,0.09429,2.26873,6.20165,2.15571,0.000884938,0.000884938,0.000884938
61,152.038,1.14617,1.17022,1.38014,0.21685,0.15128,0.14187,0.08052,2.3398,6.33066,2.26998,0.00087875,0.00087875,0.00087875
